Word,Count
Method,4
reused,4
Clean-up,4
datetime,4
quickly,4
demos,4
re-enable,4
what's,4
sentinel,4
elsewhere,4
\directly,\,4
unprefixed,4
example),4
located,4
Native,4
2014,4
navigating,4
Object-formatted,4
therefore,4
remain,4
adopted,3
(item),3
DOMContentLoaded,3
\button.js,\,3
Mar,3
only),3
\click,\,3
trusted,3
\effect-fade.js,\,3
focusable,3
\...,\,3
\slider.js,\,3
Reference,3
accidental,3
hacks,3
\spinner.js,\,3
div:,3
updated,3
{Number},3
ugly,3
shouldParseHtml,3
\day,\,3
basically,3
activating,3
Rangy's,3
belongs,3
Toolbar,3
underlying,3
preserving,3
resized,3
interested,3
======================,3
font,3
\selectmenu.js,\,3
broken,3
=========================================================,3
Makes,3
1.1.1,3
Using,3
XSS,3
Thanks,3
Each,3
Blum,3
visibility,3
depend,3
parents,3
further,3
\effect-size.js,\,3
\tags,\,3
unset,3
Twitter,3
$db,3
well,3
lists),3
\droppable.js,\,3
exp,3
'bottom';,3
bunch,3
mixed,3
split,3
ajaxOptions,3
Shown,3
\instance,\,3
unusable,3
Error,3
runs,3
4),3
\content,\,3
pseudo,3
\data-type="\text"\\,3
Focus,3
Drop,3
delta,3
NOT,3
\"\insertImage"\,\,3
e.stopPropagation();,3
nearest,3
@params,3
recursive,3
\progressbar.js,\,3
listen,3
whose,3
conditions,3
datefield,3
Changed,3
odd,3
assigned,3
fact,3
raise,3
\<b>,\,3
\selectable.js,\,3
\effect-slide.js,\,3
Date(dateText);,3
Handles,3
inlined,3
greater,3
deffered,3
Andrew,3
textRange,3
uid,3
`clear`,3
2:,3
scrolled,3
function(),3
shortcuts,3
\"\focus"\\,3
\effect-blind.js,\,3
push,3
dropdowns,3
\position.js,\,3
versions,3
ends,3
executing,3
Never,3
(possible,3
(c),3
scrollbar,3
previous/next,3
Author:,3
hide(),3
(type,3
H1,3
Sort,3
Replace,3
anchors,3
Initializes,3
\"\bold"\,\,3
scenarios,3
<code>data-value</code>,3
FF,3
bit,3
};,3
3.5,3
D,3
visually,3
depends,3
appearance,3
Down,3
finished,3
cookie,3
\accordion.js,\,3
slice,3
\wysihtml5.dom.parse(userHTML,\,3
did,3
\tooltip,\,3
bs3,3
fresh,3
\effect-shake.js,\,3
moveStart(),3
[{value:,3
letters,3
**string**,3
ie,3
Wraps,3
key/value,3
Tests,3
Name,3
description,3
\"\text1"\},\,3
$tip,3
distinguish,3
happens,3
==================,3
Container,3
:focus,3
H4,3
\today,\,3
v1.11.4,3
http://code.google.com/p/rangy/,3
register,3
\"\italic"\,\,3
finds,3
explanation,3
\dialog.js,\,3
\draggable.js,\,3
dom:,3
$(element).text(text);,3
Full,3
unordered,3
values:,3
\core.js,\,3
$(this).datepciker('getdate');,3
failed,3
It's,3
ownerDocument,3
execute();,3
'left';,3
probably,3
detach,3
\effect-drop.js,\,3
enables,3
endDate);,3
</ul>,3
syncing,3
reg,3
Simulate,3
insertion,3
(to,3
entries,3
Exclude,3
replicate,3
initialise,3
...],3
sandboxing,3
reasons:,3
spinner,3
Christopher,3
\args,\,3
stays,3
placed,3
transfer,3
infinite,3
quite,3
@private,3
\"\Let\,3
comments,3
URLs,3
Initial,3
measure,3
integer,3
note,3
\effect-bounce.js,\,3
Calling,3
1.5.0,3
think,3
$.ajax(),3
createContextualFragment,3
name:,3
viewformat:,3
invoke,3
Different,3
Utility,3
But,3
successfully,3
percent,3
failure,3
\spec,\,3
Sync,3
\effect-scale.js,\,3
endDate,3
<ul><li>foo</li><li>bar</li></ul>,3
mark,3
let's,3
strips,3
Grab,3
\console.log(startDate,endDate,\,3
\parameter,\,3
Toggles,3
\visible,\,3
triggers,3
\mouse.js,\,3
needed),3
tooltip.js,3
validate,3
Adds,3
combo,3
\value="\"\>\,3
\midnight,\,3
\First,\,3
regexp,3
\tabs.js,\,3
input:,3
accessible,3
attribute),3
\resizable.js,\,3
recognition,3
host,3
2.0,3
combination,3
\javascript,\,3
true);,3
reachable,3
lang,3
getElementsByClassName,3
And,3
WHATWG,3
\widget.js,\,3
non-standard,3
near,3
\console.log(startDateInfo,startDateInfo.getTime());\,3
(that,3
older,3
retrieved,3
collecting,3
treats,3
\effect-clip.js,\,3
performed,3
nodeName:,3
creation,3
editables,3
\sortable.js,\,3
\menu.js,\,3
Edwards,3
`select`,3
merging,3
behaves,3
weekStart:,3
<code>false</code>,3
'top';,3
\effect-explode.js,\,3
(tested,3
`null`,3
rich,3
\effect.js,\,3
null;,3
Includes:,3
<ol><li>foo</li><li>bar</li></ol>,3
\effect-highlight.js,\,3
pressing,3
dummy,3
getBoundingClientRect,3
conversion,3
\datepicker.js,\,3
Styles,3
unformatted,3
constants,3
>=,3
chars,3
(from,3
Notify,3
re-position,3
\"\p"\\,3
exit,3
soon,3
...]`,3
pick,3
situations,3
day),3
`autotext`,3
\'ru',\,3
anchor,3
tagName,3
\effect-puff.js,\,3
\exception,\,3
differs,3
Inspired,3
\autocomplete.js,\,3
\"\clear"\\,3
why,3
\effect-fold.js,\,3
large,3
intersects,3
Fixing,3
secure,3
\"\insertUnorderedList"\)\,3
'x,3
forms,3
B,3
\comment,\,3
==============,3
select2:,3
<ul,3
haven't,3
`data-value`,3
(by,3
So,3
5),3
<div></div>,3
Gecko,3
formatted,3
goes,3
dynamically,3
E.g,3
Give,3
\=?"\);\,3
elements:,3
initSelection,3
===================,3
maintain,3
attribute.<br>,3
show(),3
h,3
\$input["\owner"\]);\,3
Array,3
Note,3
exact,3
intersection,3
\effect-pulsate.js,\,3
'inline',3
ordered,3
<strong>,3
tell,3
tokens:,3
resets,3
TOOLTIP,3
\28,\,3
\(eg,\,3
configuration,3
apparently,3
appropriate),2
@throws,2
resolveValues,2
flipping,2
this:,2
focusin/focusout,2
(http://getbootstrap.com),2
appendTo:,2
small,2
(excepting,2
collisions,2
<span,2
mouseenter,2
\denied"\\,2
#4520,2
<),2
matchesSelector(:active),2
UTC,2
left;,2
(#7620),2
\"\table-cell"\,\,2
\id="\dob"\\,2
cleanData,2
event-time,2
pollution,2
Available,2
Skip,2
\"\out"\\,2
accordingly,2
ourself,2
switched,2
\"\window"\\,2
Associate,2
re-read,2
types;,2
Dupont,2
archaic,2
27),2
fieldset[disabled],2
RangeIterator,2
special.change.handle,2
(three,2
\quoted,\,2
defaultView,2
jQuery.event.remove,2
initialization,2
we'll,2
\red,\,2
`cache`,2
physical,2
onSelect,2
(show,2
\id="\country"\\,2
undo/redo,2
https://bugzilla.mozilla.org/show_bug.cgi?id=561664,2
margin:,2
(#8060),2
'Select,2
multi-valued,2
\good,\,2
.css,2
(#1925),2
case-insensitively,2
Overrides,2
\auto,\,2
Comma,2
\#7054,\,2
#7345,2
ticks,2
century,2
(here's,2
BOM,2
\checked="\checked"\\,2
\duplicates,\,2
on),2
say,2
(#9521),2
hidden;,2
Currently,2
.fx.step,2
beneath,2
http://api.jqueryui.com/droppable/,2
\function(value,\,2
maintains,2
Tidy,2
17,2
overlap,2
unbinding,2
\.cssText,\,2
mm,2
\2011,\,2
http://api.jqueryui.com/explode-effect/,2
subset,2
draggable:start,2
\(c-nn:c+nn),\,2
somewhere,2
DPglobal,2
printedDate,2
jquery.color.svg-names.js,2
<1.9,2
toggle(),2
(100ns,2
each(,2
2015-03-22,2
\Therefore,\,2
tip,2
\portlet,\,2
lazy-add,2
fullname:,2
#6884,2
Extend,2
hue(),2
forcing,2
location.hash,2
clear:,2
prepareOffsets,2
ajaxSetup),2
irrelevant,2
SELECT,2
caching,2
classname,2
\cdata(4)),\,2
trick,2
NBSP,2
qSa(:focus),2
\text(3),\,2
Invalid,2
\window,\,2
affected,2
Caches,2
formatInline,2
refuse,2
Fall,2
smallest,2
configured,2
removeData,2
overflow:,2
equations,2
well...,2
Slider,2
{function},2
seem,2
(#8661),2
Webkit<537.32,2
kills,2
nodes(including,2
\object),\,2
UTCDate,2
getPropertyValue,2
shallow,2
dr,2
Shouldn't,2
#7799,2
Reenable,2
bounds,2
Expr.filter.CHILD,2
(#8063),2
assign,2
camelCased,2
jQuery.ajaxTransport,2
\notified,\,2
\table,\,2
GUID,2
\aria-controls,\,2
Target,2
...intermediate,2
Denied',2
http://fluidproject.org/blog/2008/01/09/getting-setting-and-removing-tabindex-values-with-javascript/,2
docs,2
Miscellaneous,2
document-related,2
[[Class]],2
Various,2
commas,2
trimming,2
collections,2
arrows,2
callbackContext,2
Editable,2
Simply,2
$.effects[,2
Object)},2
enumerated,2
Success/Error,2
Triggered,2
Selectable,2
Editor,2
Accepts,2
+up,2
menu's,2
units,2
int[2],2
`editable`,2
http://www.w3.org/TR/selectors/#empty-pseudo,2
\"\Hello\,2
\"\px"\\,2
BEFORE,2
margins/font-size,2
Iteratively,2
\seed,\,2
\(nnnn:nnnn),\,2
ASP.NET,2
resizable,2
Leading,2
converted-to-camel,2
RE's,2
#9887,2
mousing,2
(#12336),2
transition,2
'Permission,2
$('#username').editable({,2
#7960,2
behave,2
attachments,2
thus,2
list.add,2
Acceptable,2
*must*,2
4.1,2
sub,2
(s.data,2
Edwards',2
addition,2
aspect,2
shortYearCutoff,2
$count=mysqli_num_rows($result);,2
\perfect,\,2
\(#504,\,2
variety,2
promise[,2
non-text,2
12,2
placeholders,2
styleFloat,2
textboxes,2
elementMatchers,2
cutoff,2
#6781,2
#7269,2
autosubmit,2
<>,2
End,2
Builds,2
(both,2
\"\fake\,2
\single-line,\,2
\selectable?,\,2
change),2
\stopPropagation,\,2
outputs,2
_how_,2
derived,2
#8150,2
element-relative,2
conditional,2
constructed,2
Passed,2
\files),\,2
synchronization,2
aria-describedby,2
s.processData,2
tpr;,2
#11153),2
In-place,2
\"\bubbling"\\,2
mouseCapture,2
\getElementsByTagName("\*"\)\,2
understands,2
(#7513),2
@exaple,2
-=),2
Mac,2
elementOrHtml,2
left-to-right,2
non-element,2
called:,2
inline-block;,2
\firstly,\,2
models,2
(#13810),2
Namespaced,2
Standards-based,2
\checkbox/radio,\,2
revision,2
._toggle(),2
\wysihtml5.commands.createLink.exec(composer,\,2
\expressions,\,2
Compat,2
decode,2
\"\15"\}\,2
browserify),2
Stop,2
blur/focus,2
effect),2
attachEvent,2
Penner,2
lets,2
consume,2
\invalid,\,2
http://api.jqueryui.com/draggable/,2
endless,2
#1450:,2
\"\createLink"\,\,2
+=/-=,2
keywords,2
center,2
balks,2
Separator,2
i++),2
Regex,2
enabled),2
equivalence),2
Absolute,2
date:,2
extension,2
winXP,2
destroy(),2
(https://developer.mozilla.org/en/Security/CSP),2
_storedCSS,2
prepare,2
focus;,2
http://helpful.knobs-dials.com/index.php/Component_returned_failure_code:_0x80040111_(NS_ERROR_NOT_AVAILABLE),2
(out,2
sufficient,2
work),2
move-in,2
writes,2
Swallow,2
PSEUDO,2
trouble,2
http://bugs.jquery.com/ticket/9413,2
:nth-*(n),2
#6055,2
collapseAll,2
#157),2
316/317),2
re-triggering,2
null|undefined,2
#5145,2
http://api.jqueryui.com/puff-effect/,2
context),2
(ticket,2
percentage,2
\bubble),\,2
(Gecko,2
Prevents,2
Shake,2
lot,2
available..,2
titlebar,2
instance's,2
calculateWeek,2
Hooks,2
\gBCR,\,2
http://api.jqueryui.com/highlight-effect/,2
DEPRECATED:,2
Radios,2
{newValue:,2
eight,2
(parentOffset,2
abstract,2
relies,2
\chrome,\,2
utility:,2
(placement),2
redone,2
\23+,\,2
\camelCase,\,2
jQuery.ajax,2
Bounces,2
unordered/ordered,2
centre),2
cssText,2
aria-live,2
reproducible,2
capable,2
request:,2
getting/setting,2
extended),2
\memory,\,2
Prefer,2
activates),2
ui-state-focus,2
\normalized,\,2
nightlies,2
akin,2
focusin/out;,2
\blue,\,2
buttonpane,2
non-matching,2
wish,2
\triggered,\,2
#5009),2
massive,2
booleans),2
wrapper's,2
function),2
\week,\,2
log,2
Counter,2
invisibly,2
usual,2
Greater,2
trees,2
(rangeHeight,2
\yes,\,2
\$row=mysqli_fetch_array($result,MYSQLI_ASSOC);\,2
See:,2
.focus(),2
non-zero,2
\$("\p:first"\).is("\p:last"\)\,2
backward,2
timer,2
divide,2
\dolls"\\,2
\page,\,2
Storing,2
definition,2
newValue),2
refreshItems,2
(avoids,2
\prefilter,\,2
\$result=mysqli_query($db,"\SELECT\,2
function;,2
group,2
\$.fn.editableutils.itemsByValue(value,\,2
\URL's,\,2
Queueing,2
Opera),2
@,2
jQuery.event.trigger(),2
#4261,2
confused,2
\"\*"\)\,2
situation,2
{ArrayLike},2
Clicks,2
\Helfers,\,2
(how,2
\to,\,2
asking,2
\"\ul"\\,2
export,2
Hides,2
Non-digits,2
http://www.w3.org/TR/2003/WD-DOM-Level-3-Events-20030331/ecma-script-binding.html,2
viewport,2
replaces,2
http://www.w3.org/TR/CSS21/syndata.html#value-def-identifier,2
currentContainer,2
Starting,2
Seedless,2
\prepare("\SELECT\,2
12.12,2
https://bugzilla.mozilla.org/show_bug.cgi?id=649285,2
\$("\"\),\,2
seed-results,2
interval,2
minute,2
[config],2
(hidden,2
Replace/restore,2
week:,2
Ryan's,2
inst.yearshtml,2
http://api.jqueryui.com/clip-effect/,2
alwaysAllowEmpty,2
\m,\,2
IE8/9,2
tuples,2
floor,2
25,2
_refresh(),2
Distance,2
said,2
Nullify,2
tribute,2
responseText,2
session,2
overhead,2
propHook,2
Ban,2
\nodeType,\,2
9's,2
\consistency,\,2
0;,2
Quick,2
visual,2
:nth(-last)?-of-type(...),2
cascade,2
Object:,2
(#1954);,2
combodate:,2
Let's,2
OS,2
\"\done"\\,2
#12869,2
`messages`,2
network,2
non-converted,2
\"\table"\,\,2
menu-items,2
<label>,2
\data-pk="\1"\>awesome</a>\,2
produce,2
greatest,2
subordinateN,2
204,2
you've,2
\fast,\,2
field/alternate,2
signature),2
DATEPICKER,2
#8152:,2
\needed,\,2
\note,\,2
#9897,2
\fired,\,2
quick,2
context(s),2
portion,2
http://api.jqueryui.com/category/effects-core/,2
\#8125,\,2
inclusive,2
cache's,2
responses,2
(#8989),2
slider,2
evaluate,2
Saves,2
(#12497),2
http://api.jqueryui.com/button/,2
button/input,2
<thead>,2
Found,2
covering,2
detaching,2
metadata,2
http://www.w3.org/TR/selectors/#pseudo-classes,2
\on,\,2
Strict,2
taller,2
combinator,2
Listen,2
bubbles,2
Regular,2
//remote,2
paragraph,2
Allows,2
re-using,2
#2317,2
sortable),2
13,2
option),2
list-specific,2
\client[Width/Height],\,2
http://bugs.jquery.com/ticket/12359,2
removeAttr,2
function(params),2
filtering,2
Redraw,2
ChrisS,2
factory,2
\panel,\,2
thrown,2
store_result();,2
non-whitespace,2
announce,2
overriden,2
\callbacks,\,2
(#9572),2
'bottom':,2
\styles,\,2
fixing,2
\"\?"\)\,2
yield,2
x/y,2
optgroup),2
Ready,2
display/closure,2
\copy,\,2
regular,2
addEventListener/attachEvent,2
keyboard,2
evade,2
Still,2
Inputs,2
Manually,2
leading/trailing,2
\"\active"\\,2
(directly-bound),2
inner,2
\end,\,2
Incorporate,2
executable,2
\yy,\,2
\datepicker_instActive,\,2
.outerWidth/Height(),2
hsla(),2
Back,2
respectively,2
___,2
consumption,2
jumps,2
\value2html(value,\,2
(even|odd|\d*|\d*n([+-]\d+)?|...),2
indexed,2
selected:,2
zoom,2
\C,\,2
Issue,2
Cross-browser,2
factory's,2
arguments.caller.callee,2
discrepancy,2
(https://github.com/tiff),2
modfied,2
getAttributeNode,2
async,2
proprietary,2
non-focusable,2
})();,2
(IE6/7),2
(cancel,2
reached,2
JSON.stringify,2
1.4.4,2
wont,2
(returning,2
\ended,\,2
specifing,2
safest,2
anims,2
path..,2
wouldn't,2
BIGGEST,2
aria-valuenow,2
Passing,2
#10458,2
callabck,2
manipulated,2
(#7024,2
`value`,2
str2value(str),2
augmentation,2
transports,2
succeeding,2
Fetch,2
Textareas,2
src.innerHTML,2
There's,2
+/-number,2
erroneous,2
row;,2
adjusted,2
restricted,2
_values(,2
careful,2
this.$input.outerHeight(true),2
pre-1.5,2
http://api.jqueryui.com/menu/,2
State,2
direction,2
\wysihtml5.dom.getParentElement(document.querySelector("\li"\),\,2
\'gb',\,2
javascript,2
.ui-resizable,2
retypes,2
https://code.google.com/p/maashaack/source/browse/packages/graphics/trunk/src/graphics/colors/HUE2RGB.as?r=5021,2
\id="\comments"\\,2
\"\permission\,2
range),2
\nodeName,\,2
non-null/undefined,2
traverse,2
#8828,2
\performance,\,2
negatives,2
1.8.x,2
showbuttons,2
#10669),2
\+"\0x"\\,2
origFn,2
Bulk,2
===============================,2
(#9481),2
programmatic,2
(#3333),2
Shift,2
\changed,\,2
Prepend,2
lieu,2
implements,2
this._on(),2
\extension,\,2
(on,2
\detached,\,2
height:,2
\it),\,2
(focus,2
\IE8,9\,2
carry,2
$form,2
from:,2
convertible,2
precision,2
Disabled,2
document.location,2
rejected,2
locked,2
pageX/pageY,2
non-native,2
blank:,2
http://api.jqueryui.com/dialog/,2
Manipulating,2
right:,2
m,2
class2type,2
Tag,2
protocol:host:port,2
preferred,2
chrome:,2
lines[i],2
Extensions,2
activedescendant,2
\"\elementToChange"\\,2
tolerating,2
\CSS3,\,2
http://www.w3.org/TR/selectors/#attribute-selectors,2
\least,\,2
.data,2
'index',2
\(nothing,\,2
stability,2
\data-type="\select2"\\,2
#6109,2
selector],2
window.load,2
suppressKeyPress,2
char,2
Monday,2
(#3861),2
representation,2
Names,2
$getEvent->get_result();,2
locally,2
\'text1'},\,2
http://plugins.krajee.com,2
val(),2
focus),2
`date`,2
DocumentType,2
different),2
resulted,2
mixin,2
Propagate,2
[doc],2
rinlinejQuery,2
'destroyed',2
bubbled,2
Piggyback,2
cast,2
\_,\,2
decoding,2
evaluated,2
stopOnFalse:,2
<i>,2
(space-suffixed),2
Keys,2
msg:,2
earliest,2
validator,2
(sub)menus,2
Multi-Selects,2
http://bugs.jqueryui.com/ticket/7552,2
\hiding,\,2
\class,\,2
getElement(s)By*,2
among,2
$.data(),2
forgot,2
Unix,2
DOM-JS,2
push.apply(,2
handleObj,2
\console.log($("\#"\+i)[0]);\,2
eschew,2
http://api.jqueryui.com/category/ui-core/,2
Potapov;,2
bare,2
\puzzle,\,2
(without,2
preFilter,2
Matches,2
cascaded,2
XING,2
inital,2
undefined),2
(read-only),2
types/handlers,2
specify,2
namespace),2
params),2
\original,\,2
createPseudo,2
diff,2
\box,\,2
Index,2
Traverse,2
association,2
responsible,2
(screen,2
\revert,\,2
Android,2
mouse/key,2
Simulated,2
ideas,2
openening,2
install,2
distributed,2
Useful,2
aria-disabled,2
Capture,2
#9520,2
inst.dpDiv.show(),2
\"\next/prev"\\,2
played,2
reaps,2
anim..,2
'enhanced',2
\from.,\,2
http://json.org/json2.js,2
Circumvent,2
promises,2
accidentally,2
\So,\,2
open(),2
instantly,2
concerning,2
'invalid',2
retain,2
\asynchronous,\,2
dd,2
stipulate,2
\"\00"\\,2
cssFloat),2
bootstrap-datetimepicker,2
turned,2
experimental,2
\Sizzle("\TAG"\)\,2
IE<=8,2
Navigating,2
.show()),2
operators,2
per-property,2
\("\key"\,\,2
(#11290:,2
disjunction,2
-top,2
scrollLeft,2
5.1.7,2
fooled,2
(#10144),2
hump,2
forwarding,2
Whitespace,2
defaults:,2
swappable,2
px,2
([+-]?\d*n|),2
mobile,2
pair;,2
baz:,2
\(search,\,2
primary,2
newDefer,2
middle;,2
partial,2
combinations,2
\"\Whether\,2
\exist,\,2
Ctrl+up,2
lightness,2
(#10152),2
Optimized,2
02),2
appease,2
\asynchronously,\,2
attribute/property,2
interactive,2
NB:,2
\resize,\,2
\decrement,\,2
in-case,2
\internally,\,2
\arguments,\,2
Easy,2
\way,\,2
\attachEvent,\,2
(lasso),2
http://bugs.jquery.com/ticket/8235,2
repeatable,2
Search,2
shrink-wrap,2
Chain,2
$row,2
non-Elements,2
selection.setBefore(myElement);,2
\close,\,2
so),2
pair),2
tpb,2
postDispatch,2
\"\fx"\\,2
elem.type,2
toying,2
Guard,2
first),2
window;,2
\5,\,2
reliably,2
\0},\,2
supposed,2
suppressKeyPressRepeat,2
Send,2
fireWith),2
complete:,2
X-Requested-With,2
\too,\,2
match:,2
(fires,2
puts,2
Input,2
\changes,\,2
.stop().toggle(),2
interrupt,2
structure,2
Inspect,2
lightness(),2
\1.6.1,\,2
innerText,2
$(document).ready(),2
\special,\,2
\jQuery,\,2
least),2
(recursively),2
$(false),2
November,2
slow-down,2
property),2
\submit),\,2
carat,2
https://github.com/jquery/jquery-color,2
Sorting,2
stating,2
Droppable,2
(You,2
\instructions,\,2
features,2
5/8/2012,2
assumes,2
\"\dialog"\,\,2
derive,2
\"\invalid"\\,2
laxcomma:,2
normally,2
already-created,2
multipe,2
(a,2
\user),\,2
up/+,2
Additionally,2
non-seed,2
Rearrange,2
throw-away,2
collected,2
argument),2
blanks,2
\"\memorized"\\,2
bubble,2
#11764),2
pseudo-class,2
#9699,2
modeless,2
permission,2
useful,2
one),2
prev/today/next,2
user-defined,2
BC,2
email='$email',2
minimize,2
qualifier,2
managed,2
\'/getCountries',\,2
2};,2
equivalence,2
sequential,2
svg,2
defaultSelected,2
page),2
(including,2
\{},\,2
former,2
others),2
oldest,2
cancelling,2
prepending,2
nodeHook,2
Yii,2
lines.length;,2
this.items,2
offer,2
\"\old"\\,2
{city:,2
value..,2
(fx,2
\retrieve,\,2
Array's,2
http://weblogs.java.net/blog/driscoll/archive/2009/09/08/eval-javascript-global-context,2
divs,2
'<div,2
dropOnEmpty,2
likely,2
childNodes,2
(#6743),2
\TypeError,\,2
execScript,2
\"\dialog"\\,2
offscreen,2
\drop-down,\,2
`document.activeElement`,2
DD,2
loose,2
only--do,2
programatically-set,2
ie:,2
===============,2
http://api.jqueryui.com/transfer-effect/,2
numbers:,2
#6245,2
receive/update,2
01/01/0001),2
(useful,2
\{top:0,\,2
propagating,2
\Only,\,2
(#13335),2
showAnim,2
http://api.jqueryui.com/tooltip/,2
((tpb.top,2
VML-related,2
[2],2
http://api.jqueryui.com/shake-effect/,2
\wysihtml5.lang.array([1,\,2
\1.3,\,2
Attempt,2
Synchronise,2
afterward,2
#13807),2
Form,2
completed:,2
once:,2
mis-reports,2
zeros),2
programmatically,2
Escape,2
WebKit;,2
\fnFail,\,2
stopPropagation,2
repeater,2
Blind,2
possibly-unitless,2
yy,2
event),2
queueHooks,2
true/undefined/null,2
cycle,2
\Sizzle("\.CLASS"\)\,2
big,2
\user,\,2
DOM-based,2
XHTML,2
'px',2
Unfortunately,2
transformers,2
uppercases,2
rejection,2
(surrogate,2
Unique,2
#9237,2
Cross-domain,2
placeholder:,2
\height,\,2
\scope,\,2
implementing,2
reformat,2
#6976,2
Deserialize,2
windows,2
preflight,2
{Array},2
Nth,2
represents,2
top/left/bottom/right,2
detail,2
data-value,2
href/src,2
swapping,2
temp,2
|||,2
out/into,2
:-(,2
per-request,2
presentation,2
unbind,2
\siblings,\,2
markup,2
Interconnect,2
trim,2
contenteditable,2
+top,2
(#9951),2
cache;,2
\(#1486,#12518)\,2
converters),2
Reintegrate,2
announces,2
saturation(),2
suppressDisabledCheck,2
unavoidable,2
radios,2
missed,2
hashes,2
Compile,2
aliases,2
Even,2
\"\both"\\,2
tracks,2
#12132,2
#4088),2
datepicker_header,2
(http://code.google.com/p/ierange/),2
information),2
contexts,2
overridden,2
\changeover,\,2
shifts,2
discussion:,2
matcherOut,2
#11217,2
flexible,2
offset.left,2
(#9807),2
(#10870),2
\1.8,\,2
sandboxed,2
sourceIndex,2
Trust,2
opportunity,2
queue:,2
non-breaking,2
textContent,2
translating,2
(#6170),2
managing,2
\removed,\,2
label,2
relatedTarget,2
$(#id),2
arbitrary,2
UTF-8,2
list),2
types-object,2
(#10080),2
Plane,2
\ancestor,\,2
(#2551),2
\Country',\,2
lifetime,2
instruction,2
\$(html,\,2
\"\elements"\\,2
ANIMATIONS,2
replace(),2
other*,2
blur-change,2
passes,2
'remove',2
populate,2
#13543,2
sizes,2
\"\auto"\,\,2
white,2
Normalize,2
strangely,2
see:,2
#4087,2
$(window).height())),2
\"\flat"\\,2
display:block,2
rgba(),2
\you,\,2
\traditional,\,2
deals,2
blur;,2
key/values,2
:(first|last|only)-(child|of-type),2
max),2
\Search,\,2
str,2
Optimize,2
*********************************,2
concatenation,2
ret,2
\wysihtml5.commands.insertImage.exec(composer,\,2
Rangy,2
\pwd='$pwd'"\);\,2
Tabs,2
Size,2
behaviour,2
(#9116),2
unique:,2
\ids,\,2
\Detect,\,2
descendent,2
Description,2
(used,2
'cancel',2
tabIndex,2
\offsetWidth,\,2
menu),2
\spinner,\,2
(setting,2
\"\toggles"\\,2
#13936,2
\"\"\;\,2
icon,2
string|object,2
\\,2
enhanced,2
\20,\,2
_values(),2
Listener,2
item.CountryName;,2
pure,2
isFunction,2
$('#comments').editable({,2
\1AM,\,2
https://bugs.webkit.org/show_bug.cgi?id=29084,2
\ending,\,2
<1.6.3,2
\"\all"\\,2
\tooltip.js,\,2
cleared,2
goodbye,2
frowned,2
'_',2
Valid,2
01/01/1970),2
\"\de-DE"\\,2
technique),2
goggles,2
<code>text|textarea|select|date|checklist</code>,2
Safari<4,2
(key,2
http://bugs.jquery.com/ticket/12282#comment:15,2
dash,2
\error,\,2
\"\first"\\,2
1223,2
\alone,\,2
stopped,2
822,2
auto-abort,2
eventually,2
(only|nth|...),2
\(#1486,\,2
(jQuery,2
iPhone),2
\offsetParent,\,2
\insertion,\,2
beforeShow,2
release),2
password:,2
\r\n,2
jQuery(document),2
...except,2
properly:,2
borrowed,2
naming,2
discovered,2
mousenter/leave,2
setters,2
outerHeight,2
MouseEvent,2
positionals,2
chain,2
margin),2
are:,2
fittingly,2
making,2
non-scalar,2
containerCache,2
`xmlNode.method,2
\$pwd=md5(mysqli_real_escape_string($db,$_POST['password']));\,2
sticking,2
formatting/parsing,2
Unbind,2
\Visweswaran,\,2
automatic,2
\innerHeight,\,2
case-insensitive,2
stringParsers,2
http://erik.eae.net/archives/2007/07/27/18.54.15/#comment-102291,2
snapshot,2
fledged,2
dom),2
http://www.w3.org/TR/css3-syntax/#characters,2
caller,2
\position,\,2
Robert,2
manager),2
findings,2
worry,2
\(optional),\,2
hold,2
dimension,2
\definition,\,2
latter,2
10-11,2
detachEvent,2
updating,2
tries,2
'...'}`,2
\"\allow-same-origin"\\,2
camelCase;,2
\datetime,\,2
\refreshPositions,\,2
Finish,2
There,2
aria-selected,2
31/02/00,2
ECMAScript,2
`*`,2
(#8335),2
tree;,2
\(firefox,\,2
condensing,2
headers:,2
<![CDATA[,2
Hours,2
Updates,2
ms,2
properties),2
-0600,2
http://www.w3.org/TR/selectors/#lang-pseudo,2
ajaxExtend),2
\settings,\,2
aborting,2
Enable,2
improperly,2
Setup,2
reference),2
splitting,2
isOver,2
reported,2
^=,2
eliminate,2
PNG,2
proportional,2
<tfoot>,2
\matchExpr["\CHILD"\]\,2
KeyEvent,2
non-aborts,2
Automatically,2
\delta,\,2
'top':,2
\"\de"\\,2
2nd,2
etc),2
\buildFragment,\,2
iterate,2
4.2.3,2
generic,2
08:47:09,2
deleted,2
pipe,2
subordinates;,2
\property,\,2
\#8165,\,2
activated,2
\"\val"\)\,2
today's,2
understand,2
meta-function,2
delivered,2
dataType),2
.css('filter'),2
http://api.jqueryui.com/position/,2
Bubble,2
plusequals,2
~~,2
sneaks,2
ancestor),2
immediately;,2
:animated,2
#9573,2
doubling,2
multi-line,2
<blockquote>,2
overflowY,2
step-aligned,2
dequeuing,2
fraction,2
(#9317),2
http://jsperf.com/getall-vs-sizzle/2,2
\<i>,\,2
Turn,2
mismatches,2
nonzero,2
{Element|String},2
internationalization,2
1.5.2,2
\"\span"\\,2
modding,2
isSingle,2
\[top,left]\,2
Black-hole,2
letter,2
\"\auto"\\,2
string(,2
